cluster_id	peak_main_to_trough
0	0.573108126584373
1	1.19051019928738
2	0.742888927731916
3	0.479901111473588
4	0.721099267262164
5	0.548955068179082
6	0.716535264340059
7	0.637435768160227
8	0.767273965930009
9	0.864107556133182
10	0.922462308696575
11	0.628469682414995
12	0.666241242224813
13	0.726085527861788
14	0.550265420174218
