cluster_id	percentageSpikesMissing_gaussian
0	38.163390555602
1	42.8402542605489
2	50.0000000000004
3	23.5898660439423
4	50.0000000000002
5	5.09288406956974
6	9.5231732499812e-07
7	50.0000000000001
8	0.610287410911903
9	50.0000000000001
10	0.000221642010145295
11	0.120072043634112
12	50
13	12.9690219382565
14	2.60336213594937
