cluster_id	peak1ToPeak2Ratio
0.0	0.2836500406265259
1.0	0.9347190260887146
2.0	0.059760306030511856
3.0	0.004702170379459858
4.0	0.8444185853004456
5.0	0.045484643429517746
6.0	0.04257415607571602
7.0	0.010818950831890106
8.0	0.014729144982993603
9.0	0.01946312189102173
10.0	1.2507508993148804
11.0	4.831717491149902
12.0	0.07725828886032104
13.0	0.018754951655864716
14.0	0.013182444497942924
