cluster_id	waveformDuration_peakTrough
0.0	600.0
1.0	400.0
2.0	733.3333333333334
3.0	300.0
4.0	600.0
5.0	666.6666666666666
6.0	266.6666666666667
7.0	600.0
8.0	600.0
9.0	633.3333333333334
10.0	233.33333333333334
11.0	700.0
12.0	300.0
13.0	533.3333333333334
14.0	633.3333333333334
