cluster_id	troughToPeak2Ratio
0.0	3.2893173694610596
1.0	1.7779309749603271
2.0	1.760884404182434
3.0	4.495716571807861
4.0	3.887054443359375
5.0	3.1185944080352783
6.0	15.840032577514648
7.0	15.950462341308594
8.0	4.577120304107666
9.0	6.35753870010376
10.0	4.629137992858887
11.0	1.591166615486145
12.0	2.033259630203247
13.0	3.9624669551849365
14.0	203.64549255371094
