cluster_id	use_these_times_stop
0.0	1800.3253666666667
1.0	4320.325366666667
2.0	4320.325366666667
3.0	2520.3253666666665
4.0	720.3253666666667
5.0	360.32536666666664
6.0	3960.3253666666665
7.0	4320.325366666667
8.0	3600.3253666666665
9.0	4320.325366666667
10.0	3960.3253666666665
11.0	2880.3253666666665
12.0	3240.3253666666665
13.0	3240.3253666666665
14.0	2520.3253666666665
