cluster_id	fractionRPVs
0.0	1.0
1.0	1.0
2.0	1.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.03129274900158089
7.0	1.0
8.0	1.0
9.0	1.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.2841885376451429
