cluster_id	peak1ToPeak2Ratio
0.0	0.9729615449905396
1.0	0.5736766457557678
2.0	1.3149335384368896
3.0	0.9473673701286316
4.0	0.8444185853004456
5.0	1.078400731086731
6.0	0.12824876606464386
7.0	0.21755631268024445
8.0	0.7200352549552917
9.0	0.5380954742431641
10.0	1.2507508993148804
11.0	4.831717491149902
12.0	0.994340717792511
13.0	0.9151303768157959
14.0	0.013182444497942924
