cluster_id	fractionRPVs
0.0	1.0
1.0	1.0
2.0	1.0
3.0	1.0
4.0	1.0
5.0	0.9828492800629023
6.0	0.03290752985747436
7.0	1.0
8.0	0.6764984440535787
9.0	1.0
10.0	0.0
11.0	0.0
12.0	1.0
13.0	0.0
14.0	0.4081649425507903
