cluster_id	peak1_to_peak2_ratio
0.0	0.2836500406265259
1.0	0.0014376093167811632
2.0	0.11128228157758713
3.0	0.021124979481101036
4.0	0.8444185853004456
5.0	0.15109148621559143
6.0	0.04257415607571602
7.0	0.06723092496395111
8.0	0.14904864132404327
9.0	0.10083996504545212
10.0	
11.0	4.831717491149902
12.0	0.08836225420236588
13.0	0.18815603852272034
14.0	0.020986804738640785
