cluster_id	cumDriftEstimate
0.0	221.9303696743599
1.0	383.4532584073801
2.0	453.7756563273043
3.0	623.3359527422534
4.0	406.0696518770211
5.0	372.2469798307761
6.0	170.15270221756322
7.0	702.26054678546
8.0	566.4546792767103
9.0	393.1367759756989
10.0	343.6454761875465
11.0	368.9198093249402
12.0	191.1516385741812
13.0	343.1779664184598
14.0	279.1146804930363
