cluster_id	trough_width
0.0	7.318889677102106
1.0	8.092348939331401
2.0	8.875601576238587
3.0	4.0994614960810765
4.0	8.822805640676926
5.0	6.191828776151276
6.0	4.136663061355833
7.0	4.13943203917767
8.0	5.895327485883364
9.0	5.698128319935925
10.0	2.9178240868369656
11.0	4.093993084462859
12.0	6.523030071506099
13.0	4.754924810369765
14.0	6.443289592371897
