cluster_id	mainTrough_width
0.0	7.31888967710211
1.0	5.067662622751373
2.0	8.757204494713648
3.0	4.064459483043622
4.0	8.822805640676929
5.0	6.026638727974447
6.0	4.136663061355835
7.0	4.038586032184975
8.0	5.708694013934757
9.0	5.589832858325895
10.0	2.9178240868369727
11.0	4.093993084462863
12.0	6.301185206402939
13.0	4.73130099008557
14.0	6.429442492802242
