cluster_id	maxDriftEstimate
0.0	24.972343609711903
1.0	42.515826706554236
2.0	73.38926639021628
3.0	49.14959295473014
4.0	65.01507860118494
5.0	34.258557903269434
6.0	52.68921140404201
7.0	53.1535890171688
8.0	44.88962214044244
9.0	64.34255885219375
10.0	66.67320969959158
11.0	39.476045964608076
12.0	30.627500498373337
13.0	42.9345591386471
14.0	26.62920907069028
