cluster_id	max_drift_estimate
0.0	24.921079006994706
1.0	42.515826706554236
2.0	60.73056780897017
3.0	25.002512946448313
4.0	7.382259189509632
5.0	30.340928047759277
6.0	20.715799879004877
7.0	53.1535890171688
8.0	19.359647138646622
9.0	64.34255885219375
10.0	49.68497291443987
11.0	37.2166556777335
12.0	4.249338931326065
13.0	23.709018425095422
14.0	24.54627598117216
