cluster_id	fractionRPVs
0.0	1.0
1.0	1.0
2.0	1.0
3.0	1.0
4.0	1.0
5.0	0.9822378652697061
6.0	0.02585950438607147
7.0	0.0
8.0	0.0
9.0	1.0
10.0	0.0
11.0	0.0
12.0	1.0
13.0	0.0
14.0	0.4081649425507903
