cluster_id	percent_missing_gaussian
0.0	11.683994136986819
1.0	100.0
2.0	100.0
3.0	7.96351498622232
4.0	12.775031082525889
5.0	2.9775035407736405
6.0	0.0
7.0	100.0
8.0	0.22036766140228758
9.0	100.0
10.0	0.0
11.0	0.014766856560355368
12.0	100.0
13.0	6.59001998991825
14.0	1.26951590745511
