cluster_id	cumulative_drift_estimate
0.0	85.08653227126854
1.0	368.1101710164145
2.0	393.426453227584
3.0	38.792875951091794
4.0	12.636062401904802
5.0	64.22261275933754
6.0	65.95097610662295
7.0	652.8308188540929
8.0	129.6043707606272
9.0	378.51803363591785
10.0	146.4854662401307
11.0	190.70053127027927
12.0	6.090451377153244
13.0	140.8392570001407
14.0	81.86307263867005
