cluster_id	waveform_baseline_flatness
0.0	0.021372340619564056
1.0	1.0
2.0	0.04806084558367729
3.0	0.014625025913119316
4.0	0.0572766438126564
5.0	0.044926322996616364
6.0	0.02693299576640129
7.0	0.019374215975403786
8.0	0.0452253520488739
9.0	0.02947707287967205
10.0	0.009412978775799274
11.0	0.016339270398020744
12.0	0.077735036611557
13.0	0.017442982643842697
14.0	0.007817638106644154
