cluster_id	wv_baseline_flatness
0	0.518502836746028
1	0.061996973358073
2	0.0216826360913643
3	0.00576598029509578
4	0.0244758409477356
5	0.076696590902863
6	0.0976813873703913
7	0.0390198923003002
8	0.0510621554508607
13	0.0123153546640578
14	0.0490772048035923
15	0.0359909221481245
16	0.0206647981003882
17	0.0166202334854334
18	0.0105628568533816
19	0.0225441621047266
20	0.0108398890193788
29	0.015249415814485
35	0.454292414190193
36	0.148893616875548
37	0.212028502784237
38	0.348585138552284
39	0.169951337596047
40	0.0232945061417951
41	0.0172388393994892
42	0.0204764617786076
43	0.00844212025777988
44	0.0335653168385744
45	0.0183406374662035
49	0.0223830195189517
51	0.0179234889219498
52	0.0188618501103918
53	0.0697114635494655
54	0.0721354693564898
55	0.0325815309122644
56	0.0386419781778005
58	0.0212043484723142
59	0.0154049761816476
60	0.016733578709073
76	0.0283328504846972
80	0.0526621041923233
81	0.0187420796444263
82	0.00323187896449995
83	0.0154252301517044
86	0.0174044498931989
88	0.0119142369320699
89	0.0286050569742652
92	0.0450453396512845
93	0.0121433003129965
95	0.0204313402916306
98	0.0303586565523759
108	0.0187988392554445
110	0.0484368654816659
112	0.0211832972112528
116	0.0163356461278222
122	0.0362923205675221
123	0.0179383962837356
129	0.0241736775684417
130	0.0099767809980681
131	0.0247781778659534
132	0.0173767797540759
134	0.0179682842559774
140	0.0430953238760109
143	0.015428732554354
144	0.0147956069652085
146	0.0122958933356565
148	0.00953627605012843
149	0.017623866207711
152	0.0156448691217783
153	0.0127131535547275
154	0.0384370166571252
155	0.0212336598110809
156	0.0145159956271355
157	0.0091929328745831
158	0.0142602374023872
160	0.0144268934330902
162	0.0289322020322431
165	0.0554328652221562
166	0.0248978386331578
167	0.0128489220749342
169	0.0185499157548962
170	0.0171036408309447
171	0.0271586427200556
174	0.0144292470147918
175	0.0192602349015546
176	0.0178189426299304
177	0.0051397222244431
178	0.0054514777717877
179	0.0142001204319909
180	0.00713753044263513
181	0.0110846846090215
186	0.0298714359007119
187	0.0399910812666278
188	0.120720411542489
189	0.0234667119626901
193	0.0330705606919142
195	0.0172699481598938
197	0.0337161145919884
198	0.053522144191475
199	0.0127420951560341
200	0.0174557474357122
202	0.0307133306906436
203	0.196045595508456
204	0.0228273559745356
205	0.0604822915039875
207	0.0188370358736774
208	0.00625108160160263
209	0.102596613321035
211	0.707165215111137
212	0.0556472680739035
213	0.257195791179559
214	0.0182393705803805
216	0.0359284859110759
217	0.0779339260440789
219	0.0196441724916852
223	0.0453531487438607
224	0.0292592151534373
225	0.03235125246276
226	0.0236024643053509
227	0.272967730959404
228	0.0246441796877114
229	0.0175937231440054
230	0.00802742179148632
231	0.142869805170449
234	0.0154977394608201
235	0.0123749913586819
236	0.0154940024692268
237	0.00526769155797533
239	0.048958971598112
241	0.0672108375296052
242	0.0270770984565651
243	0.0260725164027072
244	0.0256808924566313
245	0.0442950535206403
246	0.0280561982031454
247	0.0146194594796989
248	0.0334015377935521
251	0.123600133427358
253	0.0183135459285756
257	0.167719434332545
258	0.0412776174917459
259	0.0213748053756956
260	0.21143840434213
261	0.0250469908372836
262	0.0105917997373039
263	0.0388918750225776
264	0.0310695475424373
265	0.0226564501098326
266	0.0719729998793571
267	0.71048279447881
269	0.12200525771338
270	0.128655989817033
271	0.33203508156503
272	0.132102483832087
273	0.0293792756993904
274	0.0820295111366367
275	0.126219970659281
276	0.0967752845242802
277	0.338538705042166
278	0.235404976542168
279	0.22730163622064
280	0.169833068470451
281	0.0486863880281322
283	0.0625700974054192
285	0.0749133427416994
287	0.0489052810467262
290	0.170791109271116
291	0.237853209900155
292	0.0414610946848431
293	0.00869050009642339
296	0.0804154431266852
297	0.762815476035985
298	0.0754025092721807
300	0.0226611628994082
309	0.00565773573882993
310	0.0137769015041989
312	0.0152549371565935
315	0.0474138806230015
316	0.00720348376863839
319	0.0680554834388483
320	0.0330257857755686
321	0.0374870980906496
322	0.0770092853779142
323	0.0851374363623265
324	0.055962780480792
325	0.0319945296122035
328	0.0569581831011271
330	0.0587500262589942
331	0.0147277061531043
332	0.0109599304744704
333	0.0547651485627573
340	0.0113207823124124
341	0.0276842242690207
342	0.0136127772999718
348	0.217970910256713
357	0.0225866874303425
358	0.016053648695047
362	0.00812628442812921
376	0.0277467654915281
379	0.0125067669312648
380	0.0431375820607318
381	0.0337618193734376
383	0.00426800496604349
400	0.0372423406027639
403	0.0219441853734183
407	0.0584888763043416
411	0.0666501015633905
413	0.0664278931992982
627	0.00827888845250064
632	0.0245000649339549
633	0.014783414905167
634	0.0140460210536055
635	0.0217282863980683
640	0.0254491537768971
642	0.0299041922419894
651	0.0174291209331522
652	0.0354429027851708
654	0.0408795968962135
655	0.0167952416030618
656	0.0265168145693181
657	0.244565855269762
660	0.00935274679477457
661	0.00587724951112843
662	0.0664278931992982
663	0.0986705697122108
664	0.0544138488689723
665	0.0125023994182351
667	0.0132873366058721
672	0.178208966410055
674	0.0112770510533385
675	0.0143051347436721
678	0.0148793944131606
