cluster_id	spatial_decay_slope
0	0.00168012206420454
1	0.0232305213879261
2	0.0117109180632245
3	0.0248332110218956
4	0.0268410277566906
5	0.0166239582822056
6	0.0149313153922529
7	0.014230128199236
8	0.017751618004518
13	0.0126440284897439
14	0.0162904146770536
15	0.0201400738654843
16	0.0167980373803787
17	0.0180286820676487
18	0.0158931375510144
19	0.0168947903243529
20	0.0341460391437401
29	0.0226419243262678
35	0.00198760367190544
36	0.00506624101359045
37	0.00505236945646304
38	0.0013609177980296
39	0.000973691239062484
40	0.0223788905750245
41	0.0434954725977705
42	0.0239825685344518
43	0.0167711290942806
44	0.039176054349056
45	0.0327120844310282
49	0.0576906598958442
51	0.0156534757871283
52	0.0296119947729427
53	0.0209106204742006
54	0.0200515377615332
55	0.0165952705741057
56	0.0138517487089708
58	0.020355879064995
59	0.0655412939406199
60	0.0358684888235574
76	0.022434392637626
80	0.0387648128802256
81	0.0344769232166822
82	0.0235891592286533
83	0.0433000410100935
86	0.0300861085808307
88	0.0563249399656122
89	0.0294864004895248
92	0.0320444517061911
93	0.0165099125242729
95	0.0740237355746501
98	0.00885771463265371
108	0.0178205664574865
110	0.0382726669462819
112	0.0614855081040007
116	0.0267951990011186
122	0.0045808746036553
123	0.0546260547201578
129	0.0176476986858689
130	0.0271074698910038
131	0.0531655316469278
132	0.028916986194127
134	0.050491107515157
140	0.0546998663588893
143	0.0711554672805643
144	0.0574396968357536
146	0.0661700923723639
148	0.0686943227715109
149	0.0336708438815598
152	0.065963155843374
153	0.0489723215503692
154	0.0287419758332962
155	0.0269392842213711
156	0.0206794392231768
157	0.0245864802523569
158	0.0312672733842379
160	0.0269149889769989
162	0.0334386917954906
165	0.0229123316178486
166	0.0647778038363818
167	0.0327426447449439
169	0.0299196729596082
170	0.0548807130245672
171	0.00602391706333314
174	0.0155224816054865
175	0.0193602064504338
176	0.0528422349124751
177	0.0517301904723054
178	0.0500415426619997
179	0.0378641870753211
180	0.0413943323009765
181	0.0528406873528047
186	0.00593267098077239
187	0.0166305657906559
188	0.0175893492976254
189	0.0308710135206181
193	0.0156548732948802
195	0.0112365485937591
197	0.0246406298892103
198	0.0206040080971545
199	0.0531598975479249
200	0.0131359413600043
202	0.0180302815763823
203	0.0144357484639931
204	0.0049263133204534
205	0.0288598785611793
207	0.0149102968426604
208	0.0372384794636811
209	0.0198338539077502
211	0.0111781582647012
212	0.0201185186506092
213	0.00999176817319401
214	0.00289588427956559
216	0.0113845401545839
217	0.0217277190103287
219	0.0300044136288351
223	0.0223129658227794
224	0.0192513504505669
225	0.0205620480217482
226	0.0483402287283578
227	0.0184482725885035
228	0.0145713033118589
229	0.0038321491931056
230	0.0159465346413915
231	0.0467998098582591
234	0.0128579126924452
235	0.0357041616502978
236	0.00953871263329353
237	0.0132063124332905
239	0.0152609939977807
241	0.0188005226661322
242	0.0385882739551397
243	0.0174017643700118
244	0.020190152356744
245	0.0135656259526354
246	0.00702268614101911
247	0.046525748446292
248	0.0205426722149837
251	0.0130725642609204
253	0.0180502349336099
257	0.0166071074765203
258	0.0150455798774788
259	0.0135486813947418
260	0.00967070863673481
261	0.0197595542969568
262	0.0161913540131754
263	0.0271808645666956
264	0.0206708664261082
265	0.0126569811042277
266	0.0969312068531617
267	0.0899714266836513
269	0.00953005816036259
270	0.0119660490966511
271	0.00338450882648957
272	0.0111273623154988
273	0.145903730945914
274	0.00829195603473092
275	0.00529945928231252
276	0.0110392511275746
277	0.00662670215531507
278	0.000453203340974946
279	0.0196450398338234
280	0.0175643297906971
281	0.009416880013985
283	0.0182574278770197
285	0.0271743572476627
287	0.0163180660411905
290	0.0113774804273462
291	0.00516644608113727
292	0.0178349414335575
293	0.0197896061008501
296	0.124604318634263
297	0.177523887853038
298	0.0211998461589825
300	0.0677816770377725
309	0.0499215280458119
310	0.0248151971670602
312	0.0186553456347632
315	0.0158275266610889
316	0.011958989855502
319	0.109292143900348
320	0.174066347716323
321	0.132101233434724
322	0.0111351041313657
323	0.135668240855941
324	0.150270405382047
325	0.0261323607966201
328	0.0897805499868274
330	0.0819323652426098
331	0.0190190525203437
332	0.0847398923553935
333	0.0322169179731135
340	0.0413558559824284
341	0.0374487114865018
342	0.0237421473570217
348	0.0313112955122488
357	0.0197017668371312
358	0.0429114253243778
362	0.0311518674902108
376	0.0246252914479134
379	0.021748946185328
380	0.026317626318873
381	0.0367739253707731
383	0.0434250817246093
400	0.0324687856460622
403	0.0347356050565451
407	0.0820926837223431
411	0.0760814699373484
413	0.0492655897952095
627	0.0190264757906385
632	0.0608138693364624
633	0.0527941414136021
634	0.0146584355257054
635	0.0480617405724969
640	0.0534633573654565
642	0.023669728417587
651	0.0194019929418674
652	0.0417564855902455
654	0.0267173909035443
655	0.0242377255248494
656	0.0155714551232051
657	0.126022303327473
660	0.0255915051123639
661	0.0822701825368485
662	0.0492655897952095
663	0.0025884919426643
664	0.0373548602909111
665	0.0482885992915798
667	0.0263993936433501
672	0.0181132143121305
674	0.0457780834289606
675	0.0136731761698706
678	0.0635621176652139
