cluster_id	isolation_distance
0	23.4335346221924
1	12.4502468109131
2	16.5538234710693
3	5.72153282165527
4	9.29934215545654
5	25.5834293365479
6	62.8745002746582
7	5.39123153686523
8	12.0197067260742
9	3.30779814720154
10	68.9400787353516
11	45.7491264343262
12	11.931113243103
13	7.9717845916748
14	27.3075923919678
