cluster_id	silhouette_score
0	2.99172902107239
1	3.21765637397766
2	2.80528354644775
3	1.99356412887573
4	2.1253662109375
5	4.17919921875
6	6.89433288574219
7	1.80885064601898
8	3.01195168495178
9	1.92843556404114
10	11.1771173477173
11	5.81949043273926
12	1.87804555892944
13	2.37290000915527
14	3.40586709976196
