cluster_id	peak_main_to_trough
0	-1.75666156736123
1	0.903261508865772
2	0.620025792452247
3	0.411294641745521
4	0.693410633318764
5	0.78943269115296
6	0.92658567236111
7	0.599490373169385
8	0.837467716360081
13	0.536700652117985
14	0.967568145442733
15	0.852802204206288
16	3.17415348332208
17	3.51430803790735
18	4.54289328254261
19	0.800190124358355
20	3.32666256466778
29	0.160294708307511
35	0.947434053567869
36	0.977880032827981
37	1.46595505275931
38	1.89163977162029
39	0.987576200461285
40	0.637916614402066
41	0.575654238525237
42	0.588962704698517
43	0.589449067415906
44	0.804358676051017
45	0.708840136883907
49	2.9540642663539
51	0.602083268068731
52	0.657293655053339
53	2.17626582453172
54	0.676248564704466
55	1.45374453937165
56	1.15942992931817
58	0.637210071872428
59	0.562820440817828
60	0.43373575311357
76	0.577106322225931
80	0.883333597732876
81	0.380046885695114
82	0.352688240696996
83	0.562230605535583
86	0.611037376065309
88	0.326683611287718
89	0.624336835129452
92	0.801458484523249
93	0.361144831884841
95	2.33314225380462
98	3.54686339951062
108	0.232805240301568
110	2.59951001119466
112	1.98716310343763
116	1.8290716282005
122	1.26863814006132
123	0.331043910282244
129	3.25637207836469
130	0.45470870660352
131	1.36652669591448
132	3.21299932679861
134	3.0810418173204
140	3.32160459901964
143	0.474126252537127
144	0.185793627135526
146	0.263330107238116
148	2.72968563196032
149	-4.85283912252668
152	3.41639675337052
153	0.460083009743523
154	3.91998983063407
155	0.179531605062226
156	0.529548599232793
157	0.241374352796086
158	2.65234171603351
160	2.90903314560905
162	-6.56622897710893
165	3.59206322671003
166	2.04582829484476
167	0.512707305680643
169	2.78346512449921
170	1.23343886010192
171	0.467204277288695
174	0.520548570035693
175	0.694936311074715
176	1.61035063008554
177	0.413508905119778
178	0.416093632171258
179	1.78371654820295
180	0.213934444473312
181	0.245662981590499
186	0.646651901279123
187	0.514665891448211
188	0.466490743894766
189	2.27170686590778
193	0.616281616002061
195	0.285943590072472
197	0.460760467731781
198	3.79300572564073
199	0.263042298089215
200	-6.57813867320035
202	4.26436047624257
203	0.437027613085231
204	1.69593262872831
205	0.332347696585887
207	2.13561856748384
208	3.03663359915562
209	0.492735815340536
211	1.69744294656735
212	0.708957036295527
213	1.23872427093114
214	1.74603586800777
216	0.841304866572753
217	0.542689535939961
219	-4.84525125543004
223	0.348420334796587
224	2.85143719836382
225	0.3770855529383
226	2.43484790201859
227	0.492004881938257
228	0.296904943509839
229	0.283268763611275
230	1.58442480705956
231	0.630553136682749
234	1.29588121989866
235	1.74456472494497
236	0.331699363394008
237	2.00779979140394
239	0.233294212612129
241	0.425365447529938
242	0.178356343756232
243	0.529340268198123
244	0.269038293003466
245	0.376067785161264
246	0.266336399357329
247	0.302939330027669
248	0.171068421190467
251	0.429954435549287
253	0.207498296509602
257	0.41778309184677
258	0.258945922819792
259	0.258795508794967
260	0.487873403660901
261	0.18463229453821
262	0.487999571653704
263	0.200601392251316
264	0.277725315353053
265	0.317346706085682
266	0.794909695077261
267	1.04089240316483
269	0.48133593340307
270	1.03245282897792
271	1.10040666834156
272	1.17086001849974
273	-6.53975772224188
274	3.77888938255812
275	1.08810103439301
276	0.23144225581442
277	0.638384925925695
278	1.13295807820814
279	0.476586032211623
280	0.451332716290134
281	0.334419337430148
283	0.329942426502051
285	-4.82184130973145
287	1.46106063763702
290	0.600941568168744
291	1.43296608945533
292	-5.63646488165144
293	0.538775984057821
296	4.2822427124099
297	0.434034047993074
298	1.88400331103717
300	2.3465417245376
309	2.43860708751332
310	0.21684066855972
312	1.9075386455978
315	0.386186194349519
316	0.485934570737336
319	0.75108324327941
320	-5.43046819209554
321	-4.49845829610967
322	3.519002518875
323	-4.48556161382788
324	2.97817002675491
325	1.40273611464507
328	2.88701909357952
330	0.639394187497568
331	0.296618552758453
332	-4.79943590214383
333	0.359761589452708
340	0.653838563913534
341	0.233916603313788
342	0.395270253338316
348	0.715362268858131
357	0.62297520163787
358	0.304802916642275
362	0.16527247070205
376	0.477345344555748
379	0.388992208516509
380	0.713459580264818
381	2.78819690423725
383	2.55802581643626
400	0.26981462059769
403	0.254414174684355
407	0.257695081822002
411	-4.87097164662963
413	-4.33752716617405
627	0.41452213995574
632	2.49225337178324
633	2.27737591582712
634	0.665162351516036
635	3.2710571988495
640	3.60206943421555
642	2.31344777261068
651	0.609636433915806
652	-5.21137603785718
654	0.617640131874324
655	0.732291179216547
656	0.565918051662474
657	0.21442597385965
660	0.272668572743735
661	0.263881507198854
662	-4.33752716617405
663	1.46780168584743
664	2.5910892219752
665	0.185000113490456
667	0.748994126114262
672	0.502578256196586
674	1.97778704252367
675	0.166163394543294
678	0.192851235728169
