cluster_id	L-ratio
0	NaN
1	NaN
2	NaN
3	NaN
4	3.72811603546143
5	0.0714630335569382
6	8.79757353686728e-05
7	83.1427459716797
8	7.42945957183838
9	214.744812011719
10	1.13275198998508e-07
11	0.000135757101816125
12	1.20255446434021
13	16.8993473052979
14	0.051217395812273
