cluster_id	mainTrough_width
0.0	7.318889677102106
1.0	6.1386641433073805
2.0	8.757204494713648
3.0	4.0644594830436205
4.0	8.822805640676926
5.0	6.026638727974451
6.0	4.136663061355833
7.0	4.0493856977725216
8.0	5.720220890320434
9.0	5.589832858325892
10.0	2.9178240868369656
11.0	4.093993084462859
12.0	6.329063142938772
13.0	4.731300990085565
14.0	6.429442492802245
