cluster_id	percentageSpikesMissing_gaussian
0	1.12479032893338
1	44.947526456853
2	15.2303883289156
3	98.203116202661
4	23.0498908575502
5	22.0804175371792
6	0.602344081046435
7	99.920781261114
8	0.127297667796067
9	0.00626369801585147
10	0.011832383302024
11	0.16062731617883
12	65.1629476935029
13	5.23133591840221
14	4.85314543518569
