cluster_id	presenceRatio
0.0	0.7567567567567568
1.0	1.0
2.0	0.972972972972973
3.0	0.8108108108108109
4.0	0.9459459459459459
5.0	0.527027027027027
6.0	0.8243243243243243
7.0	0.6891891891891891
8.0	0.8783783783783784
9.0	0.33783783783783783
10.0	0.7162162162162162
11.0	0.8243243243243243
12.0	1.0
13.0	0.9324324324324325
14.0	0.6081081081081081
