cluster_id	percentageSpikesMissing_gaussian
0.0	46.255808304758325
1.0	100.0
2.0	100.0
3.0	20.02574412061522
4.0	99.08875006854343
5.0	6.719012977909
6.0	0.4699690585255212
7.0	100.0
8.0	0.877077924177172
9.0	100.0
10.0	0.02412563392033551
11.0	0.23099929389744922
12.0	100.0
13.0	16.839981931070767
14.0	2.8134114710321345
