cluster_id	useTheseTimesStop
0.0	4475.873933333333
1.0	4475.873933333333
2.0	4475.873933333333
3.0	4475.873933333333
4.0	4475.873933333333
5.0	4475.873933333333
6.0	4475.873933333333
7.0	4475.873933333333
8.0	4475.873933333333
9.0	4475.873933333333
10.0	4475.873933333333
11.0	4475.873933333333
12.0	4475.873933333333
13.0	4475.873933333333
14.0	4475.873933333333
